GradorPost,Relationship,Age,days_enrolled,kidsteenHome,Income,Total_Spent,NumAllPurchases,AverageCheck,NumWebVisitsMonth,ShareDealsPurchases,SumAcceptedOffers,cluster
PostGrad Degree,Relationship,55,1063,0,82576.0,1910,18,106.1,1,5.6,1,1
PostGrad Degree,Relationship,49,391,3,56962.0,411,14,29.4,7,50.0,0,2
Undergrad Degree,Relationship,62,280,2,35704.0,94,6,15.7,4,50.0,0,2
Undergrad Degree,Relationship,60,362,1,53103.0,1085,23,47.2,7,21.7,1,3
PostGrad Degree,Single,54,364,2,46779.0,23,3,7.7,4,33.3,0,2
PostGrad Degree,Single,35,516,1,33462.0,54,5,10.8,7,20.0,0,0
Undergrad Degree,Single,36,418,1,63693.0,1150,26,44.2,6,11.5,0,3
Undergrad Degree,Relationship,64,478,0,80763.0,1415,22,64.3,3,4.5,3,1
PostGrad Degree,Relationship,40,472,1,65352.0,405,14,28.9,4,14.3,0,3
PostGrad Degree,Relationship,36,376,0,82170.0,1908,18,106.0,2,5.6,0,1
Undergrad Degree,Relationship,45,407,0,75759.0,2486,25,99.4,5,4.0,4,1
PostGrad Degree,Single,38,366,0,79689.0,1315,26,50.6,2,3.8,0,3
PostGrad Degree,Single,58,160,2,35340.0,45,5,9.0,5,40.0,0,2
Undergrad Degree,Single,60,260,0,85683.0,1789,16,111.8,1,6.2,5,1
PostGrad Degree,Relationship,42,737,1,24884.0,19,3,6.3,7,33.3,0,0
PostGrad Degree,Relationship,33,827,1,42021.0,573,17,33.7,9,29.4,1,3
Undergrad Degree,Single,25,291,1,64449.0,805,20,40.2,4,20.0,0,3
Undergrad Degree,Single,60,167,2,64587.0,108,6,18.0,3,33.3,0,2
Undergrad Degree,Single,19,255,0,34824.0,23,3,7.7,6,33.3,0,2
Undergrad Degree,Relationship,36,451,0,75437.0,1493,22,67.9,6,4.5,1,1
Undergrad Degree,Relationship,57,284,2,26091.0,89,6,14.8,5,50.0,0,2
Undergrad Degree,Relationship,41,480,1,52845.0,936,22,42.5,6,13.6,1,3
Undergrad Degree,Single,58,635,1,46086.0,343,12,28.6,4,33.3,0,0
PostGrad Degree,Single,58,788,1,78028.0,528,19,27.8,7,5.3,3,3
PostGrad Degree,Single,27,452,0,95169.0,1901,11,172.8,1,9.1,3,1
PostGrad Degree,Relationship,33,619,2,56337.0,724,17,42.6,8,29.4,3,3
Undergrad Degree,Relationship,27,661,1,22434.0,58,5,11.6,8,40.0,0,0
PostGrad Degree,Relationship,60,568,1,36930.0,297,11,27.0,8,45.5,0,0
Undergrad Degree,Single,60,672,1,36130.0,488,15,32.5,4,40.0,2,3
PostGrad Degree,Relationship,61,939,1,65569.0,859,21,40.9,3,9.5,0,3
Undergrad Degree,Relationship,62,366,0,83844.0,1574,19,82.8,1,5.3,1,1
Undergrad Degree,Relationship,46,314,2,19514.0,69,6,11.5,8,66.7,1,2
PostGrad Degree,Single,51,427,2,36736.0,17,3,5.7,6,33.3,0,2
Undergrad Degree,Relationship,35,833,1,77568.0,2194,20,109.7,5,5.0,3,1
PostGrad Degree,Relationship,38,35,1,49187.0,116,7,16.6,2,14.3,0,2
Undergrad Degree,Single,36,521,1,30168.0,279,11,25.4,9,63.6,0,0
PostGrad Degree,Relationship,46,788,1,34053.0,103,6,17.2,8,16.7,0,0
PostGrad Degree,Relationship,43,232,2,38196.0,44,6,7.3,5,50.0,0,2
PostGrad Degree,Relationship,63,231,0,59412.0,406,14,29.0,3,7.1,0,2
PostGrad Degree,Relationship,49,155,0,70924.0,1363,19,71.7,3,5.3,1,1
Undergrad Degree,Relationship,45,557,0,54165.0,236,10,23.6,2,10.0,0,0
Undergrad Degree,Relationship,41,645,1,32300.0,39,4,9.8,8,25.0,0,0
Undergrad Degree,Single,38,654,0,20180.0,137,7,19.6,7,14.3,0,0
Undergrad Degree,Relationship,41,170,1,34961.0,79,7,11.3,7,42.9,0,2
PostGrad Degree,Relationship,40,517,1,28440.0,63,5,12.6,8,20.0,0,0
PostGrad Degree,Relationship,61,612,3,64504.0,1314,18,73.0,7,38.9,1,1
PostGrad Degree,Relationship,48,165,1,33564.0,71,5,14.2,5,20.0,0,2
Undergrad Degree,Relationship,36,1000,1,17345.0,58,5,11.6,8,40.0,0,0
PostGrad Degree,Relationship,47,489,1,56320.0,702,18,39.0,4,16.7,0,3
Undergrad Degree,Single,36,472,1,28647.0,94,6,15.7,7,16.7,2,2
Undergrad Degree,Single,27,676,1,15038.0,80,5,16.0,9,40.0,0,0
PostGrad Degree,Single,56,697,1,32173.0,22,4,5.5,4,25.0,0,0
PostGrad Degree,Relationship,50,969,1,68316.0,1211,27,44.9,6,18.5,0,3
Undergrad Degree,Relationship,43,525,0,74538.0,1461,21,69.6,3,4.8,2,1
Undergrad Degree,Single,43,688,0,91700.0,1968,19,103.6,3,5.3,1,1
Undergrad Degree,Relationship,45,164,0,68695.0,1091,15,72.7,2,6.7,0,1
PostGrad Degree,Relationship,37,683,1,31056.0,55,4,13.8,8,25.0,0,0
Undergrad Degree,Relationship,41,1,0,79593.0,1366,18,75.9,2,5.6,1,1
Undergrad Degree,Single,34,829,0,28071.0,313,11,28.5,8,18.2,0,0
PostGrad Degree,Relationship,56,283,2,37334.0,62,7,8.9,4,57.1,0,2
PostGrad Degree,Single,42,444,2,46423.0,92,6,15.3,7,50.0,0,2
PostGrad Degree,Relationship,43,251,1,37126.0,72,5,14.4,6,20.0,2,2
Undergrad Degree,Relationship,61,556,1,47703.0,655,17,38.5,5,23.5,0,3
Undergrad Degree,Relationship,55,227,1,61180.0,704,16,44.0,3,12.5,1,3
Undergrad Degree,Relationship,60,1000,2,38998.0,54,5,10.8,8,60.0,0,0
Undergrad Degree,Relationship,52,197,0,76081.0,1033,13,79.5,2,7.7,1,1
Undergrad Degree,Relationship,28,494,1,34728.0,36,4,9.0,6,25.0,1,2
PostGrad Degree,Single,49,784,1,33168.0,122,7,17.4,7,42.9,0,0
PostGrad Degree,Relationship,48,437,1,33585.0,122,6,20.3,4,16.7,0,2
PostGrad Degree,Relationship,54,419,1,77037.0,1123,26,43.2,3,3.8,0,3
Undergrad Degree,Relationship,30,753,1,35196.0,497,12,41.4,8,50.0,1,0
Undergrad Degree,Relationship,48,578,1,44529.0,691,19,36.4,5,31.6,1,3
PostGrad Degree,Relationship,49,155,0,70924.0,1363,19,71.7,3,5.3,1,1
PostGrad Degree,Relationship,48,214,2,28764.0,12,3,4.0,8,33.3,1,2
PostGrad Degree,Relationship,65,658,0,69098.0,2440,24,101.7,5,4.2,0,1
PostGrad Degree,Single,44,660,2,25959.0,56,5,11.2,6,40.0,1,0
PostGrad Degree,Relationship,31,581,1,27100.0,37,4,9.2,7,25.0,0,0
Undergrad Degree,Single,29,940,0,70596.0,968,20,48.4,2,5.0,0,3
Undergrad Degree,Relationship,40,829,1,42557.0,270,11,24.5,8,36.4,0,0
PostGrad Degree,Relationship,63,454,0,53312.0,278,11,25.3,7,9.1,0,2
Undergrad Degree,Single,62,739,0,72228.0,1250,21,59.5,3,4.8,0,3
Undergrad Degree,Relationship,27,615,0,67605.0,938,16,58.6,1,6.2,0,3
PostGrad Degree,Relationship,65,1061,2,62845.0,1178,17,69.3,8,64.7,1,1
Undergrad Degree,Relationship,56,499,2,65196.0,1155,24,48.1,5,8.3,1,3
PostGrad Degree,Single,27,431,0,42000.0,653,18,36.3,5,11.1,1,3
PostGrad Degree,Single,41,201,2,35860.0,49,4,12.2,5,50.0,1,2
PostGrad Degree,Relationship,50,32,1,65526.0,506,16,31.6,2,6.2,0,2
Undergrad Degree,Relationship,53,727,2,16860.0,38,5,7.6,7,60.0,0,0
Undergrad Degree,Single,22,335,0,83528.0,1650,22,75.0,1,4.5,3,1
PostGrad Degree,Single,49,1003,1,64176.0,1826,25,73.0,6,32.0,0,1
Undergrad Degree,Single,58,972,0,22304.0,18,3,6.0,8,33.3,0,0
Undergrad Degree,Relationship,36,247,0,67023.0,906,23,39.4,2,4.3,0,3
PostGrad Degree,Relationship,43,195,1,32892.0,46,6,7.7,8,33.3,0,2
Undergrad Degree,Relationship,48,999,1,70713.0,1477,19,77.7,3,31.6,0,1
Undergrad Degree,Relationship,59,736,1,59925.0,766,20,38.3,6,15.0,0,3
Undergrad Degree,Relationship,61,285,1,39722.0,47,5,9.4,5,40.0,0,2
Undergrad Degree,Relationship,56,506,0,46610.0,467,13,35.9,6,7.7,0,3
Undergrad Degree,Relationship,53,639,0,88347.0,2116,20,105.8,1,5.0,1,1
PostGrad Degree,Relationship,33,700,0,87171.0,1298,24,54.1,2,4.2,2,3
PostGrad Degree,Relationship,38,473,2,26907.0,22,4,5.5,7,50.0,0,2
PostGrad Degree,Single,46,318,1,50014.0,396,13,30.5,5,15.4,0,2
PostGrad Degree,Relationship,36,593,1,41014.0,20,3,6.7,7,33.3,0,0
Undergrad Degree,Single,49,264,0,66294.0,967,12,80.6,2,8.3,0,1
Undergrad Degree,Relationship,43,749,1,36715.0,357,13,27.5,9,46.2,1,0
Undergrad Degree,Relationship,58,836,0,79456.0,1401,15,93.4,3,6.7,1,1
Undergrad Degree,Relationship,32,476,1,40479.0,15,3,5.0,4,33.3,0,2
PostGrad Degree,Single,44,672,0,75345.0,2087,19,109.8,3,5.3,2,1
Undergrad Degree,Relationship,37,613,1,54233.0,981,22,44.6,8,18.2,0,3
Undergrad Degree,Single,44,361,2,24163.0,17,4,4.2,4,50.0,0,2
PostGrad Degree,Relationship,56,614,0,84460.0,523,22,23.8,5,0.0,5,3
Undergrad Degree,Relationship,31,276,1,43776.0,23,3,7.7,6,33.3,0,2
PostGrad Degree,Single,56,264,0,71691.0,1192,16,74.5,2,6.2,1,1
PostGrad Degree,Relationship,41,191,0,85844.0,1958,19,103.1,2,5.3,1,1
PostGrad Degree,Single,40,224,1,39190.0,133,7,19.0,5,28.6,0,2
Undergrad Degree,Relationship,55,470,0,71367.0,777,16,48.6,2,6.2,0,3
PostGrad Degree,Single,42,532,2,38578.0,73,6,12.2,8,50.0,0,0
PostGrad Degree,Relationship,49,3,2,57236.0,121,7,17.3,3,42.9,0,2
Undergrad Degree,Single,35,516,1,61825.0,424,14,30.3,4,7.1,0,3
Undergrad Degree,Single,56,303,1,79803.0,868,12,72.3,1,8.3,0,1
PostGrad Degree,Single,28,766,0,80910.0,756,14,54.0,1,7.1,0,3
PostGrad Degree,Relationship,32,592,1,27590.0,12,3,4.0,7,33.3,0,0
Undergrad Degree,Relationship,35,673,1,56775.0,937,23,40.7,5,8.7,0,3
Undergrad Degree,Single,39,483,0,83829.0,1862,17,109.5,1,0.0,4,1
PostGrad Degree,Relationship,35,565,1,54210.0,367,12,30.6,5,16.7,0,0
Undergrad Degree,Relationship,28,666,1,38508.0,443,14,31.6,8,42.9,0,0
Undergrad Degree,Relationship,44,406,1,53187.0,267,11,24.3,5,18.2,0,2
Undergrad Degree,Relationship,42,257,1,30023.0,61,5,12.2,8,20.0,0,2
PostGrad Degree,Single,54,386,0,76045.0,1323,20,66.2,2,5.0,1,1
PostGrad Degree,Relationship,62,170,1,50870.0,63,5,12.6,5,20.0,0,2
PostGrad Degree,Relationship,44,638,0,15315.0,64,6,10.7,5,33.3,0,0
PostGrad Degree,Relationship,40,310,1,65463.0,562,17,33.1,5,11.8,1,3
Undergrad Degree,Relationship,49,189,2,66480.0,312,12,26.0,4,58.3,0,2
Undergrad Degree,Single,60,649,0,76773.0,1156,15,77.1,1,6.7,0,1
PostGrad Degree,Single,31,702,0,81698.0,1104,15,73.6,5,6.7,2,1
PostGrad Degree,Single,41,95,2,54466.0,16,3,5.3,5,33.3,0,2
PostGrad Degree,Single,54,292,0,98777.0,2008,19,105.7,1,0.0,1,1
PostGrad Degree,Single,30,463,1,16269.0,44,6,7.3,8,50.0,0,2
Undergrad Degree,Relationship,43,465,1,71819.0,1574,11,143.1,6,27.3,2,1
PostGrad Degree,Relationship,31,416,1,33569.0,63,4,15.8,8,25.0,2,2
PostGrad Degree,Relationship,31,442,0,36262.0,426,11,38.7,6,9.1,2,2
Undergrad Degree,Relationship,48,689,0,22634.0,96,5,19.2,8,20.0,0,0
PostGrad Degree,Relationship,36,362,1,47025.0,635,18,35.3,9,27.8,0,3
Undergrad Degree,Single,46,544,1,70566.0,757,20,37.8,3,10.0,0,3
PostGrad Degree,Relationship,35,744,1,31605.0,125,7,17.9,7,28.6,0,0
PostGrad Degree,Single,41,568,2,52034.0,332,11,30.2,7,45.5,0,0
Undergrad Degree,Single,35,347,1,48526.0,135,7,19.3,3,14.3,0,2
Undergrad Degree,Relationship,60,748,1,46734.0,330,12,27.5,7,16.7,0,0
Undergrad Degree,Single,52,718,2,39552.0,384,13,29.5,8,53.8,1,0
Undergrad Degree,Single,48,850,2,86358.0,1722,14,123.0,8,28.6,0,1
Undergrad Degree,Relationship,37,226,3,46931.0,78,5,15.6,3,40.0,0,2
Undergrad Degree,Single,29,370,0,16581.0,24,3,8.0,4,33.3,0,2
PostGrad Degree,Single,62,351,0,63998.0,1168,24,48.7,4,4.2,1,3
PostGrad Degree,Relationship,63,690,1,67381.0,957,13,73.6,7,30.8,1,1
Undergrad Degree,Single,47,422,2,25930.0,15,3,5.0,7,33.3,0,2
Undergrad Degree,Relationship,36,153,1,42693.0,57,4,14.2,5,25.0,0,2
Undergrad Degree,Relationship,38,725,1,85606.0,1956,22,88.9,3,9.1,1,1
Undergrad Degree,Single,29,403,0,72903.0,2013,20,100.6,4,5.0,4,1
PostGrad Degree,Relationship,40,196,1,49669.0,326,12,27.2,6,16.7,0,2
PostGrad Degree,Relationship,46,942,2,36778.0,77,6,12.8,9,50.0,0,0
PostGrad Degree,Single,52,641,0,85696.0,1313,19,69.1,1,5.3,1,1
PostGrad Degree,Single,25,198,0,10979.0,30,6,5.0,5,33.3,0,2
Undergrad Degree,Relationship,53,672,1,49678.0,315,12,26.2,7,16.7,0,0
PostGrad Degree,Relationship,61,534,1,56129.0,660,18,36.7,4,22.2,0,3
Undergrad Degree,Relationship,25,674,1,37155.0,74,6,12.3,5,16.7,0,0
PostGrad Degree,Single,36,31,1,21282.0,46,5,9.2,6,40.0,0,2
PostGrad Degree,Single,52,476,1,33419.0,86,6,14.3,7,33.3,0,2
Undergrad Degree,Single,69,574,0,63285.0,1103,24,46.0,3,4.2,0,3
PostGrad Degree,Relationship,40,319,1,21255.0,61,7,8.7,4,57.1,0,2
Undergrad Degree,Relationship,33,382,1,42162.0,145,7,20.7,6,28.6,2,2
Undergrad Degree,Relationship,58,813,2,54450.0,684,19,36.0,8,63.2,0,3
PostGrad Degree,Relationship,60,360,1,57744.0,411,14,29.4,8,14.3,0,2
Undergrad Degree,Single,28,784,1,26576.0,27,3,9.0,9,33.3,2,0
PostGrad Degree,Single,71,547,0,57513.0,1060,25,42.4,6,8.0,0,3
Undergrad Degree,Relationship,50,829,1,68142.0,1459,21,69.5,6,14.3,0,1
Undergrad Degree,Relationship,35,829,1,7500.0,18,3,6.0,8,33.3,0,0
Undergrad Degree,Relationship,40,805,0,83145.0,1833,25,73.3,2,4.0,2,1
PostGrad Degree,Relationship,54,277,1,54197.0,237,10,23.7,1,20.0,0,2
PostGrad Degree,Single,51,192,2,23091.0,48,6,8.0,7,66.7,0,2
Undergrad Degree,Relationship,38,503,2,46049.0,515,16,32.2,7,62.5,1,3
Undergrad Degree,Relationship,40,938,0,56715.0,1020,14,72.9,4,7.1,0,1
Undergrad Degree,Relationship,53,191,0,79410.0,1370,10,137.0,1,10.0,0,1
Undergrad Degree,Relationship,63,398,1,57304.0,1026,23,44.6,5,8.7,0,3
Undergrad Degree,Relationship,49,258,1,44375.0,301,11,27.4,5,9.1,0,2
Undergrad Degree,Relationship,58,813,2,54450.0,684,19,36.0,8,63.2,0,3
Undergrad Degree,Relationship,49,777,1,59594.0,499,16,31.2,7,6.2,1,3
Undergrad Degree,Relationship,20,836,0,80685.0,1004,20,50.2,2,5.0,0,3
PostGrad Degree,Relationship,40,419,1,40344.0,218,10,21.8,7,20.0,0,2
Undergrad Degree,Relationship,42,562,1,62710.0,606,18,33.7,4,22.2,0,3
PostGrad Degree,Relationship,46,578,1,48985.0,75,5,15.0,3,20.0,0,0
Undergrad Degree,Relationship,46,836,3,35322.0,106,6,17.7,8,50.0,0,0
Undergrad Degree,Relationship,66,556,0,77142.0,990,16,61.9,2,6.2,0,3
Undergrad Degree,Single,45,318,0,81657.0,1097,15,73.1,1,6.7,0,1
Undergrad Degree,Relationship,18,292,0,14421.0,16,3,5.3,5,33.3,1,2
PostGrad Degree,Relationship,40,264,0,20130.0,34,4,8.5,8,25.0,0,2
PostGrad Degree,Relationship,24,832,0,74214.0,1711,15,114.1,5,6.7,0,1
PostGrad Degree,Relationship,57,5,2,66726.0,438,14,31.3,7,21.4,1,2
Undergrad Degree,Relationship,35,492,1,23724.0,75,5,15.0,8,40.0,0,2
PostGrad Degree,Relationship,54,388,1,47353.0,225,10,22.5,5,30.0,0,2
PostGrad Degree,Relationship,62,1000,2,33444.0,18,3,6.0,8,33.3,0,0
Undergrad Degree,Relationship,33,568,1,54386.0,470,15,31.3,3,13.3,0,3
Undergrad Degree,Single,33,602,2,28510.0,91,6,15.2,5,50.0,0,0
PostGrad Degree,Single,23,296,0,90638.0,2525,17,148.5,1,5.9,1,1
Undergrad Degree,Relationship,64,692,1,48070.0,504,16,31.5,7,18.8,0,3
Undergrad Degree,Relationship,57,584,1,43140.0,235,10,23.5,6,10.0,0,0
PostGrad Degree,Single,53,686,1,54959.0,1232,18,68.4,7,16.7,2,1
Undergrad Degree,Single,56,641,2,15056.0,88,7,12.6,5,71.4,0,0
Undergrad Degree,Single,43,123,1,26954.0,17,3,5.7,7,33.3,0,2
Undergrad Degree,Single,29,666,1,22327.0,24,4,6.0,5,25.0,0,0
Undergrad Degree,Relationship,49,471,2,44393.0,60,5,12.0,4,40.0,0,2
PostGrad Degree,Single,62,468,1,62000.0,1020,25,40.8,4,4.0,1,3
PostGrad Degree,Relationship,52,907,1,31497.0,155,8,19.4,8,25.0,0,0
PostGrad Degree,Relationship,40,282,2,45894.0,51,4,12.8,5,25.0,0,2
PostGrad Degree,Single,44,714,0,78579.0,1812,15,120.8,3,6.7,1,1
PostGrad Degree,Single,45,749,1,67369.0,1461,21,69.6,4,19.0,3,1
Undergrad Degree,Single,54,230,1,58401.0,96,5,19.2,4,20.0,0,2
Undergrad Degree,Single,62,292,1,62307.0,160,8,20.0,5,12.5,0,2
PostGrad Degree,Relationship,45,593,2,43641.0,139,7,19.9,6,42.9,0,0
PostGrad Degree,Single,46,594,1,63841.0,908,21,43.2,6,4.8,0,3
PostGrad Degree,Relationship,49,696,1,46891.0,183,7,26.1,4,14.3,0,0
PostGrad Degree,Relationship,45,615,1,70091.0,1161,17,68.3,8,11.8,1,1
PostGrad Degree,Relationship,42,216,0,78075.0,988,13,76.0,1,7.7,0,1
PostGrad Degree,Single,53,818,1,59184.0,1072,24,44.7,5,12.5,0,3
Undergrad Degree,Relationship,37,392,2,54809.0,174,8,21.8,4,50.0,0,2
Undergrad Degree,Relationship,55,680,1,58113.0,758,19,39.9,7,15.8,0,3
PostGrad Degree,Relationship,56,340,1,51412.0,195,9,21.7,4,22.2,0,2
Undergrad Degree,Single,35,787,1,15287.0,31,4,7.8,7,50.0,2,0
PostGrad Degree,Relationship,57,476,0,66636.0,1084,16,67.8,1,6.2,0,1
PostGrad Degree,Relationship,58,654,1,50965.0,685,19,36.1,8,15.8,1,3
PostGrad Degree,Relationship,49,379,0,84618.0,1672,25,66.9,2,4.0,1,1
Undergrad Degree,Relationship,24,403,0,18351.0,43,5,8.6,7,20.0,0,2
PostGrad Degree,Relationship,57,293,2,40451.0,49,4,12.2,5,25.0,1,2
Undergrad Degree,Relationship,49,563,1,36317.0,133,7,19.0,7,28.6,0,0
Undergrad Degree,Relationship,57,361,1,42213.0,363,13,27.9,7,15.4,1,2
Undergrad Degree,Relationship,59,600,1,65748.0,545,16,34.1,1,12.5,0,3
Undergrad Degree,Relationship,42,405,1,77044.0,1065,29,36.7,4,6.9,1,3
Undergrad Degree,Relationship,45,368,0,74918.0,2047,20,102.4,3,5.0,1,1
Undergrad Degree,Relationship,42,766,2,56721.0,296,10,29.6,6,50.0,0,0
Undergrad Degree,Single,39,526,2,42160.0,140,7,20.0,6,57.1,1,0
Undergrad Degree,Single,49,507,1,61559.0,530,16,33.1,3,6.2,0,3
PostGrad Degree,Relationship,51,850,2,33629.0,152,8,19.0,9,62.5,0,0
PostGrad Degree,Relationship,23,544,0,68682.0,1598,23,69.5,2,4.3,0,1
Undergrad Degree,Single,51,686,1,34377.0,114,6,19.0,7,33.3,0,0
Undergrad Degree,Single,28,836,1,8940.0,101,7,14.4,8,42.9,0,0
Undergrad Degree,Relationship,41,440,1,26228.0,25,3,8.3,8,33.3,0,2
PostGrad Degree,Single,57,679,0,77297.0,789,21,37.6,4,4.8,1,3
Undergrad Degree,Relationship,33,494,2,40211.0,87,5,17.4,8,40.0,1,2
PostGrad Degree,Single,56,440,2,33438.0,90,7,12.9,5,57.1,0,2
PostGrad Degree,Relationship,55,587,1,75032.0,1215,18,67.5,3,11.1,0,1
PostGrad Degree,Single,59,361,0,61284.0,811,21,38.6,6,4.8,1,3
Undergrad Degree,Relationship,28,775,1,22518.0,61,5,12.2,5,40.0,2,0
PostGrad Degree,Relationship,39,478,1,54730.0,405,13,31.2,4,38.5,0,3
PostGrad Degree,Relationship,59,251,2,38452.0,72,6,12.0,7,50.0,0,2
Undergrad Degree,Single,43,659,2,44421.0,189,9,21.0,8,55.6,0,0
PostGrad Degree,Relationship,28,525,1,38197.0,40,4,10.0,5,25.0,0,0
Undergrad Degree,Single,36,95,1,41986.0,63,7,9.0,4,42.9,0,2
Undergrad Degree,Relationship,31,625,1,28427.0,52,5,10.4,8,40.0,0,0
PostGrad Degree,Relationship,38,304,1,37395.0,39,4,9.8,6,25.0,0,2
Undergrad Degree,Relationship,43,194,1,64722.0,805,21,38.3,6,19.0,0,3
PostGrad Degree,Relationship,58,233,1,55249.0,130,7,18.6,3,14.3,0,2
Undergrad Degree,Relationship,42,605,0,84906.0,1631,23,70.9,2,4.3,3,1
Undergrad Degree,Relationship,25,608,1,28691.0,34,4,8.5,8,25.0,0,0
Undergrad Degree,Single,62,372,2,44213.0,152,8,19.0,6,50.0,0,2
Undergrad Degree,Single,30,322,1,25707.0,21,4,5.2,7,25.0,0,2
PostGrad Degree,Relationship,47,636,3,59062.0,71,5,14.2,4,40.0,0,0
Undergrad Degree,Single,52,196,1,76624.0,899,22,40.9,1,4.5,1,3
PostGrad Degree,Relationship,67,230,0,66000.0,711,9,79.0,1,11.1,0,1
PostGrad Degree,Relationship,36,972,1,27683.0,351,12,29.2,8,33.3,0,0
Undergrad Degree,Single,22,999,1,7500.0,119,7,17.0,9,57.1,0,0
Undergrad Degree,Relationship,46,581,2,40521.0,21,3,7.0,5,33.3,0,0
PostGrad Degree,Relationship,41,257,1,20427.0,10,3,3.3,8,33.3,0,2
Undergrad Degree,Relationship,39,196,1,65106.0,973,24,40.5,6,12.5,1,3
PostGrad Degree,Relationship,49,466,0,69969.0,1536,12,128.0,3,8.3,3,1
Undergrad Degree,Relationship,62,508,2,67433.0,992,24,41.3,4,16.7,1,3
PostGrad Degree,Relationship,47,652,1,77766.0,1529,32,47.8,6,6.2,2,3
Undergrad Degree,Relationship,42,362,1,74716.0,860,15,57.3,4,13.3,0,3
Undergrad Degree,Single,51,414,1,68118.0,928,21,44.2,6,9.5,0,3
PostGrad Degree,Relationship,44,859,2,55158.0,418,14,29.9,7,28.6,1,0
PostGrad Degree,Relationship,59,1003,1,62972.0,587,14,41.9,6,14.3,1,0
Undergrad Degree,Relationship,39,1,1,74190.0,641,17,37.7,2,11.8,0,2
Undergrad Degree,Relationship,38,262,2,39356.0,23,3,7.7,6,33.3,1,2
Undergrad Degree,Relationship,45,477,0,76653.0,2279,22,103.6,2,4.5,2,1
PostGrad Degree,Single,41,201,2,35860.0,49,4,12.2,5,50.0,1,2
PostGrad Degree,Single,31,563,0,90687.0,1779,16,111.2,2,6.2,2,1
PostGrad Degree,Relationship,32,573,0,73450.0,1804,26,69.4,3,3.8,2,1
Undergrad Degree,Relationship,54,547,2,31454.0,48,5,9.6,8,60.0,0,0
Undergrad Degree,Single,62,186,2,47139.0,83,5,16.6,7,40.0,1,2
Undergrad Degree,Single,39,483,0,83829.0,1862,17,109.5,1,0.0,4,1
PostGrad Degree,Relationship,51,803,2,53378.0,793,19,41.7,8,52.6,1,3
Undergrad Degree,Relationship,44,491,1,19656.0,84,6,14.0,7,50.0,0,2
PostGrad Degree,Relationship,66,473,1,45579.0,183,9,20.3,6,11.1,0,2
PostGrad Degree,Single,56,168,0,85485.0,1383,18,76.8,2,5.6,0,1
Undergrad Degree,Relationship,70,155,0,55956.0,999,14,71.4,4,14.3,1,1
PostGrad Degree,Single,51,683,1,64191.0,825,21,39.3,3,14.3,0,3
Undergrad Degree,Single,42,832,1,38808.0,246,10,24.6,8,40.0,2,0
PostGrad Degree,Relationship,48,627,2,57183.0,610,17,35.9,8,47.1,0,3
PostGrad Degree,Single,46,745,1,23748.0,76,6,12.7,8,50.0,0,0
Undergrad Degree,Relationship,43,648,1,66303.0,1286,18,71.4,8,22.2,1,1
PostGrad Degree,Relationship,39,355,1,37368.0,30,3,10.0,6,33.3,1,2
Undergrad Degree,Relationship,50,704,3,40800.0,99,6,16.5,7,33.3,0,0
Undergrad Degree,Single,36,806,0,71847.0,1192,22,54.2,3,0.0,1,3
Undergrad Degree,Relationship,39,372,1,46149.0,362,13,27.8,5,38.5,0,2
Undergrad Degree,Relationship,31,819,0,78687.0,2130,18,118.3,2,5.6,2,1
PostGrad Degree,Single,43,840,0,49118.0,1229,26,47.3,7,7.7,3,3
PostGrad Degree,Relationship,57,807,2,37633.0,38,4,9.5,9,50.0,0,0
PostGrad Degree,Relationship,63,503,0,39767.0,485,15,32.3,8,13.3,0,3
Undergrad Degree,Relationship,63,939,0,26997.0,434,11,39.5,7,18.2,0,0
Undergrad Degree,Single,44,632,1,33986.0,44,4,11.0,7,25.0,0,0
PostGrad Degree,Relationship,42,743,1,57091.0,496,16,31.0,7,12.5,2,3
PostGrad Degree,Relationship,45,487,2,46831.0,78,5,15.6,4,40.0,0,2
PostGrad Degree,Relationship,42,430,0,83151.0,2346,22,106.6,2,4.5,4,1
Undergrad Degree,Relationship,43,706,0,52531.0,794,19,41.8,6,10.5,0,3
Undergrad Degree,Relationship,58,576,0,15759.0,17,3,5.7,7,33.3,0,0
Undergrad Degree,Single,43,493,1,22804.0,26,4,6.5,9,25.0,0,2
PostGrad Degree,Relationship,41,263,1,43050.0,76,6,12.7,5,33.3,0,2
PostGrad Degree,Single,37,512,2,42997.0,15,3,5.0,7,33.3,0,0
PostGrad Degree,Single,51,2,2,48918.0,62,5,12.4,4,40.0,0,2
PostGrad Degree,Relationship,60,252,1,60033.0,198,8,24.8,2,25.0,0,2
PostGrad Degree,Relationship,36,407,1,34043.0,49,4,12.2,9,25.0,0,2
Undergrad Degree,Relationship,48,530,1,57811.0,802,20,40.1,5,25.0,1,3
Undergrad Degree,Relationship,68,290,0,78569.0,1736,14,124.0,1,7.1,2,1
Undergrad Degree,Single,36,709,2,7500.0,57,6,9.5,6,66.7,0,0
PostGrad Degree,Relationship,43,609,1,115000.0,59,2,29.5,1,0.0,0,0
Undergrad Degree,Relationship,61,612,0,94384.0,2302,18,127.9,2,0.0,4,1
PostGrad Degree,Relationship,29,291,0,23148.0,37,5,7.4,7,20.0,0,2
Undergrad Degree,Single,44,649,2,44267.0,310,11,28.2,9,45.5,0,0
Undergrad Degree,Relationship,35,1060,0,71626.0,1305,18,72.5,3,5.6,1,1
