,GradorPost,Relationship,Age,days,kidsteenHome,Income,MntTotal,NumAllPurchases,AverageCheck,NumWebVisitsMonth,ShareDealsPurchases,SumAcceptedCmp,Education,Marital_Status,Dt_Customer,Year_Birth,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,cluster
1897,PostGrad Degree,Single,60,250,0,90933.0,1685,14,120.4,1,7.1,1,PhD,Single,2014-03-31,1954,0,0,90,1020,31,430,62,63,79,1,4,6,4,0,0,1,0,0,0,0,1
1898,PostGrad Degree,Single,69,192,0,113734.0,277,27,10.3,1,0.0,0,PhD,Single,2014-05-28,1945,0,0,9,6,2,3,1,262,3,0,27,0,0,0,0,0,0,0,0,0,3
1899,PostGrad Degree,Relationship,64,541,1,59292.0,507,16,31.7,3,12.5,0,PhD,Together,2013-06-13,1950,0,1,71,378,14,68,19,14,14,2,3,5,8,0,0,0,0,0,0,0,3
1900,PostGrad Degree,Relationship,50,651,2,45759.0,68,5,13.6,7,40.0,0,PhD,Married,2013-02-23,1964,1,1,13,42,1,18,3,0,4,2,2,0,3,0,0,0,0,0,0,0,0
1901,Undergrad Degree,Single,31,237,0,22148.0,49,4,12.2,7,25.0,0,Graduation,Single,2014-04-13,1983,0,0,16,15,5,14,0,4,11,1,1,0,3,0,0,0,0,0,0,0,2
1902,PostGrad Degree,Relationship,27,263,0,73395.0,397,14,28.4,2,7.1,0,Master,Married,2014-03-18,1987,0,0,94,272,7,80,20,7,11,1,4,4,6,0,0,0,0,0,0,0,2
1903,Undergrad Degree,Single,43,408,1,29819.0,39,6,6.5,6,50.0,0,Graduation,Divorced,2013-10-24,1971,1,0,77,9,1,24,2,1,2,3,3,0,3,0,0,0,0,0,0,0,2
1904,Undergrad Degree,Relationship,46,315,1,45688.0,306,12,25.5,4,16.7,1,Graduation,Married,2014-01-25,1968,0,1,20,279,0,18,0,0,9,2,3,1,8,0,1,0,0,0,0,0,2
1905,Undergrad Degree,Relationship,60,396,0,62820.0,976,13,75.1,1,7.7,0,Graduation,Married,2013-11-05,1954,0,0,51,398,61,265,138,61,53,1,3,4,6,0,0,0,0,0,0,0,1
1906,PostGrad Degree,Relationship,43,545,1,60491.0,1028,24,42.8,5,16.7,0,PhD,Married,2013-06-09,1971,0,1,81,637,47,237,12,19,76,4,6,11,7,0,0,0,0,0,0,0,3
1907,Undergrad Degree,Relationship,28,218,1,33235.0,70,6,11.7,7,16.7,0,Graduation,Together,2014-05-02,1986,1,0,71,45,0,16,2,1,6,1,3,0,3,0,0,0,0,0,0,0,2
1908,Undergrad Degree,Relationship,55,627,0,35701.0,46,4,11.5,6,25.0,0,Graduation,Married,2013-03-19,1959,0,0,36,21,1,9,7,3,5,1,1,0,3,0,0,0,0,0,0,0,0
1909,PostGrad Degree,Relationship,34,436,1,31535.0,51,4,12.8,7,25.0,1,Master,Married,2013-09-26,1980,1,0,95,15,4,13,0,0,19,1,1,1,2,1,0,0,0,0,0,0,2
1910,PostGrad Degree,Relationship,54,230,0,92556.0,1263,21,60.1,0,0.0,0,2n Cycle,Together,2014-04-20,1960,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,1
1911,Undergrad Degree,Single,44,786,1,67384.0,1490,20,74.5,5,10.0,1,Graduation,Single,2012-10-11,1970,0,1,32,957,40,175,158,53,107,2,7,8,5,0,1,0,0,0,0,0,1
1912,PostGrad Degree,Relationship,43,783,0,80573.0,1564,23,68.0,2,4.3,0,Master,Together,2012-10-14,1971,0,0,85,829,138,430,60,92,15,1,4,6,13,0,0,0,0,0,0,0,1
1913,Undergrad Degree,Relationship,47,836,1,77870.0,1815,15,121.0,8,20.0,3,Graduation,Married,2012-08-22,1967,0,1,93,1017,50,500,65,50,133,3,5,5,5,0,1,0,1,0,0,1,1
1914,PostGrad Degree,Single,51,680,1,52278.0,1198,25,47.9,8,24.0,0,PhD,Widow,2013-01-25,1963,0,1,24,953,0,71,0,0,174,6,10,5,10,0,0,0,0,0,0,0,3
1915,Undergrad Degree,Single,46,834,1,57107.0,416,16,26.0,8,43.8,3,Graduation,Single,2012-08-24,1968,0,1,44,159,0,120,0,0,137,7,4,4,8,0,1,0,0,1,0,1,0
1916,Undergrad Degree,Relationship,24,658,0,18929.0,85,5,17.0,6,20.0,0,Graduation,Married,2013-02-16,1990,0,0,15,32,0,8,23,4,18,1,1,0,4,0,0,0,0,0,0,0,0
1917,PostGrad Degree,Single,33,554,1,36038.0,47,6,7.8,6,33.3,0,PhD,Single,2013-05-31,1981,1,0,82,23,0,15,0,2,7,2,3,0,3,0,0,0,0,0,0,0,0
1918,Undergrad Degree,Single,38,654,0,20180.0,137,7,19.6,7,14.3,0,Graduation,Single,2013-02-20,1976,0,0,27,18,42,24,15,20,18,1,2,1,4,0,0,0,0,0,0,0,0
1919,PostGrad Degree,Relationship,49,710,2,34230.0,21,3,7.0,7,33.3,0,PhD,Together,2012-12-26,1965,1,1,72,15,0,4,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0
1920,PostGrad Degree,Single,37,167,1,31878.0,70,5,14.0,3,20.0,0,2n Cycle,Single,2014-06-22,1977,0,1,7,23,4,5,10,5,23,1,1,0,4,0,0,0,0,0,0,0,2
1921,PostGrad Degree,Relationship,42,321,1,70932.0,909,20,45.4,3,10.0,0,2n Cycle,Married,2014-01-19,1972,0,1,57,200,193,100,46,185,185,2,6,2,12,0,0,0,0,0,0,0,3
1922,Undergrad Degree,Single,58,777,0,91249.0,1676,22,76.2,4,0.0,5,Graduation,Single,2012-10-20,1956,0,0,84,1324,27,119,71,108,27,0,7,9,6,0,1,1,1,1,0,1,1
1923,PostGrad Degree,Single,71,695,0,77598.0,1735,25,69.4,3,4.0,1,Master,Single,2013-01-10,1943,0,0,53,1193,33,281,129,66,33,1,7,5,13,0,0,1,0,0,0,0,1
1924,Undergrad Degree,Single,55,492,2,80982.0,1191,27,44.1,5,11.1,0,Graduation,Single,2013-08-01,1959,1,1,48,505,137,401,104,22,22,3,11,5,11,0,0,0,0,0,1,0,3
1925,PostGrad Degree,Relationship,37,576,1,22701.0,24,4,6.0,5,25.0,0,Master,Married,2013-05-09,1977,1,0,2,2,4,9,0,4,5,1,1,0,3,0,0,0,0,0,0,0,0
1926,PostGrad Degree,Relationship,45,743,1,55212.0,1182,17,69.5,8,17.6,2,PhD,Married,2012-11-23,1969,0,1,65,1103,0,45,0,0,34,3,4,2,11,0,1,0,0,1,0,0,1
1927,Undergrad Degree,Relationship,44,531,0,70617.0,1280,13,98.5,2,7.7,0,Graduation,Married,2013-06-23,1970,0,0,45,353,61,753,40,46,27,1,3,3,7,0,0,0,0,0,0,0,1
1928,Undergrad Degree,Single,57,753,0,64849.0,1336,18,74.2,5,5.6,1,Graduation,Single,2012-11-13,1957,0,0,42,652,48,350,94,84,108,1,9,3,6,0,0,0,0,0,0,1,1
1929,PostGrad Degree,Relationship,49,537,2,62694.0,749,19,39.4,7,26.3,0,Master,Married,2013-06-17,1965,1,1,29,379,6,157,25,91,91,5,9,3,7,0,0,0,0,0,0,0,3
1930,PostGrad Degree,Relationship,40,381,2,61917.0,91,6,15.2,5,16.7,0,PhD,Married,2013-11-20,1974,1,1,83,46,4,36,2,2,1,1,2,0,4,0,0,0,0,0,0,0,2
1931,PostGrad Degree,Relationship,67,434,1,67472.0,414,13,31.8,3,15.4,0,PhD,Married,2013-09-28,1947,0,1,93,162,31,127,8,17,69,2,4,2,7,0,0,0,0,0,0,0,2
1932,PostGrad Degree,Relationship,32,158,1,21059.0,44,6,7.3,6,50.0,0,Master,Married,2014-07-01,1982,1,0,40,8,3,19,3,3,8,3,3,0,3,0,0,0,0,0,0,0,2
1933,PostGrad Degree,Relationship,46,336,2,29543.0,63,6,10.5,7,33.3,0,Master,Married,2014-01-04,1968,2,0,47,17,3,18,3,4,18,2,3,1,2,0,0,0,0,0,0,0,2
1934,Undergrad Degree,Relationship,63,489,1,75903.0,901,21,42.9,3,9.5,0,Graduation,Married,2013-08-04,1951,0,1,50,340,108,185,130,38,100,2,6,6,9,0,0,0,0,0,0,0,3
1935,PostGrad Degree,Relationship,39,910,2,34984.0,38,4,9.5,7,50.0,0,2n Cycle,Together,2012-06-09,1975,1,1,40,8,4,15,3,5,3,2,1,0,3,0,0,0,0,0,0,0,0
1936,PostGrad Degree,Single,58,429,1,54998.0,455,15,30.3,4,33.3,1,PhD,Single,2013-10-03,1956,0,1,3,154,22,202,39,30,8,5,4,2,9,0,0,0,0,0,0,1,3
1937,PostGrad Degree,Single,65,747,1,54356.0,775,21,36.9,8,14.3,1,PhD,Widow,2012-11-19,1949,0,1,62,710,15,30,20,0,0,3,11,2,8,0,0,0,0,0,0,1,3
1938,PostGrad Degree,Relationship,55,258,1,34242.0,15,3,5.0,5,33.3,0,Master,Married,2014-03-23,1959,0,1,25,8,2,4,0,0,1,1,0,0,3,0,0,0,0,0,0,0,2
1939,Undergrad Degree,Relationship,41,462,1,25410.0,38,5,7.6,4,20.0,0,Graduation,Married,2013-08-31,1973,1,0,48,2,2,4,13,13,4,1,1,0,4,0,0,0,0,0,0,0,2
1940,PostGrad Degree,Relationship,30,187,0,73356.0,1512,21,72.0,2,4.8,4,PhD,Married,2014-06-02,1984,0,0,56,1050,14,322,0,14,112,1,5,11,5,1,0,1,1,0,0,1,1
1941,Undergrad Degree,Relationship,64,691,1,28320.0,43,4,10.8,8,25.0,0,Graduation,Together,2013-01-14,1950,0,1,68,19,1,14,3,2,4,1,1,0,3,0,0,0,0,0,0,0,0
1942,Undergrad Degree,Single,37,881,1,23763.0,42,4,10.5,7,25.0,0,Graduation,Single,2012-07-08,1977,1,0,64,22,0,6,6,2,6,1,1,0,3,0,0,0,0,0,0,0,0
1943,Undergrad Degree,Relationship,30,225,0,72570.0,1089,22,49.5,1,4.5,0,Graduation,Married,2014-04-25,1984,0,0,67,274,83,216,151,141,224,1,4,6,12,0,0,0,0,0,0,0,3
1944,PostGrad Degree,Relationship,38,813,1,34529.0,162,7,23.1,7,28.6,0,Master,Married,2012-09-14,1976,1,0,94,68,6,38,3,6,41,2,2,2,3,0,0,0,0,0,0,0,0
1945,Undergrad Degree,Single,63,552,0,70792.0,1272,17,74.8,3,11.8,0,Graduation,Widow,2013-06-02,1951,0,0,82,344,45,654,104,11,114,2,3,4,10,0,0,0,0,0,0,0,1
1946,Undergrad Degree,Relationship,32,1029,0,63211.0,1173,18,65.2,2,11.1,1,Graduation,Married,2012-02-11,1982,0,0,3,145,193,459,205,26,145,2,3,8,7,0,0,0,0,0,0,1,1
1947,PostGrad Degree,Relationship,40,169,1,83891.0,816,21,38.9,1,4.8,0,Master,Married,2014-06-20,1974,0,1,24,217,38,350,111,85,15,1,4,7,10,0,0,0,0,0,0,0,3
1948,Undergrad Degree,Single,46,615,2,36065.0,74,6,12.3,8,50.0,0,Graduation,Single,2013-03-31,1968,1,1,54,18,7,34,10,2,3,3,3,0,3,0,0,0,0,0,0,0,0
1949,Undergrad Degree,Relationship,60,369,1,39898.0,134,7,19.1,7,28.6,0,Graduation,Together,2013-12-02,1954,0,1,20,69,8,26,12,7,12,2,3,0,4,0,0,0,0,0,0,0,2
1950,PostGrad Degree,Single,74,486,0,51141.0,157,8,19.6,5,12.5,0,PhD,Single,2013-08-07,1940,0,0,96,144,0,7,0,0,6,1,3,1,4,0,0,0,0,0,0,0,2
1951,Undergrad Degree,Relationship,38,444,1,56939.0,561,16,35.1,3,12.5,0,Graduation,Married,2013-09-18,1976,0,1,19,256,34,103,90,29,49,2,3,3,10,0,0,0,0,0,0,0,3
1952,Undergrad Degree,Single,63,1,0,80872.0,1336,18,74.2,1,5.6,0,Graduation,Single,2014-12-05,1951,0,0,60,483,72,567,94,12,108,1,4,4,10,0,0,0,0,0,0,0,1
1953,PostGrad Degree,Relationship,38,845,0,72335.0,2092,22,95.1,8,4.5,1,PhD,Together,2012-08-13,1976,0,0,2,1285,105,653,28,21,0,1,10,4,8,0,0,0,0,0,0,1,1
1954,PostGrad Degree,Single,50,378,0,61798.0,463,15,30.9,4,6.7,0,PhD,Single,2013-11-23,1964,0,0,13,338,4,89,11,8,13,1,4,2,9,0,0,0,0,0,0,0,3
1955,PostGrad Degree,Single,64,276,0,76842.0,1130,16,70.6,0,6.2,0,PhD,Widow,2014-03-05,1950,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,1
1956,Undergrad Degree,Relationship,38,323,1,29478.0,20,4,5.0,6,25.0,0,Graduation,Together,2014-01-17,1976,1,0,59,8,0,7,3,1,1,1,1,0,3,0,0,0,0,0,0,0,2
1957,Undergrad Degree,Single,58,775,1,46998.0,377,13,29.0,7,38.5,1,Graduation,Single,2012-10-22,1956,0,1,55,172,41,86,45,6,27,5,5,3,5,1,0,0,0,0,0,0,0
1958,Undergrad Degree,Single,24,592,0,96843.0,1544,27,57.2,2,3.7,2,Graduation,Single,2013-04-23,1990,0,0,60,448,71,951,40,17,17,1,6,11,10,0,0,1,0,0,0,1,1
1959,PostGrad Degree,Single,64,154,2,56551.0,138,7,19.7,4,42.9,0,PhD,Widow,2014-07-05,1950,1,1,48,67,4,32,17,2,16,3,2,1,4,0,0,0,0,0,0,0,2
1960,PostGrad Degree,Relationship,49,639,1,70053.0,1012,23,44.0,5,13.0,0,Master,Married,2013-03-07,1965,0,1,38,512,53,98,81,179,89,3,8,5,10,0,0,0,0,0,0,0,3
1961,PostGrad Degree,Single,52,455,0,71670.0,1766,14,126.1,6,7.1,4,PhD,Widow,2013-09-07,1962,0,0,8,1462,16,128,0,0,160,1,5,3,6,0,1,1,0,1,0,1,1
1962,Undergrad Degree,Relationship,36,172,2,44359.0,45,6,7.5,3,50.0,0,Graduation,Married,2014-06-17,1978,1,1,19,20,0,14,7,3,1,3,2,0,4,0,0,0,0,0,0,0,2
1963,Undergrad Degree,Single,62,549,2,40887.0,161,7,23.0,9,42.9,1,Graduation,Single,2013-06-05,1952,1,1,32,50,4,44,10,10,43,3,3,1,3,0,0,0,0,0,0,1,0
1964,Undergrad Degree,Single,48,219,1,48877.0,144,7,20.6,7,14.3,0,Graduation,Divorced,2014-05-01,1966,0,1,27,102,1,15,2,0,24,1,3,0,4,0,0,0,0,0,0,0,2
1965,Undergrad Degree,Relationship,67,469,0,74485.0,1734,25,69.4,3,4.0,0,Graduation,Together,2013-08-24,1947,0,0,58,499,149,815,173,49,49,1,6,7,12,0,0,0,0,0,0,0,1
1966,Undergrad Degree,Relationship,42,410,1,64474.0,823,20,41.2,5,10.0,0,Graduation,Together,2013-10-22,1972,0,1,59,381,35,172,56,86,93,2,8,2,10,0,0,0,0,0,0,0,3
1967,Undergrad Degree,Relationship,51,281,1,77226.0,1138,26,43.8,3,7.7,0,Graduation,Together,2014-02-28,1963,0,1,29,631,43,239,128,76,21,2,6,8,12,0,0,0,0,0,0,0,3
1968,Undergrad Degree,Single,65,647,0,72643.0,1429,20,71.4,2,5.0,2,Graduation,Widow,2013-02-27,1949,0,0,60,526,80,553,123,94,53,1,3,10,7,0,0,0,1,0,0,1,1
1969,PostGrad Degree,Relationship,36,317,0,85738.0,1371,20,68.6,1,5.0,2,Master,Together,2014-01-23,1978,0,0,41,913,26,376,17,26,13,1,3,6,11,0,1,1,0,0,0,0,1
1970,Undergrad Degree,Single,48,660,1,55686.0,982,14,70.1,4,14.3,1,Graduation,Divorced,2013-02-14,1966,0,1,27,673,0,199,37,47,26,2,6,3,5,1,0,0,0,0,0,0,1
1971,Undergrad Degree,Single,31,256,1,39062.0,44,4,11.0,4,25.0,1,Graduation,Single,2014-03-25,1983,1,0,28,23,0,9,0,0,12,1,1,0,3,1,0,0,0,0,0,0,2
1972,Undergrad Degree,Relationship,43,704,2,34600.0,318,12,26.5,8,41.7,1,Graduation,Together,2013-01-01,1971,1,1,8,199,33,60,8,3,15,5,5,2,5,0,0,0,0,0,0,1,0
1973,Undergrad Degree,Relationship,39,520,1,40794.0,434,14,31.0,7,14.3,0,Graduation,Married,2013-07-04,1975,0,1,18,261,23,73,4,23,50,2,6,3,5,0,0,0,0,0,0,0,3
1974,PostGrad Degree,Relationship,43,513,2,54690.0,198,9,22.0,3,33.3,0,2n Cycle,Married,2013-07-11,1971,1,1,76,111,16,37,7,9,18,3,3,1,5,0,0,0,0,0,0,0,0
1975,Undergrad Degree,Relationship,45,575,1,4428.0,359,25,14.4,1,0.0,0,Graduation,Married,2013-05-10,1969,0,1,0,16,4,12,2,4,321,0,25,0,0,0,0,0,0,0,0,0,3
1976,PostGrad Degree,Relationship,51,1032,0,32632.0,576,16,36.0,5,12.5,0,2n Cycle,Married,2012-02-08,1963,0,0,32,63,151,137,153,19,53,2,4,4,8,0,0,0,0,0,0,0,0
1977,PostGrad Degree,Single,46,442,2,38236.0,88,7,12.6,7,57.1,0,PhD,Single,2013-09-20,1968,1,1,2,58,0,18,2,0,10,4,3,0,4,0,0,0,0,0,0,0,2
1978,Undergrad Degree,Relationship,35,63,1,36781.0,63,5,12.6,8,20.0,1,Graduation,Married,2014-10-04,1979,1,0,16,29,1,17,0,3,13,1,2,1,2,0,0,0,0,0,0,1,2
1979,PostGrad Degree,Single,30,938,1,31385.0,27,3,9.0,8,33.3,2,Master,Single,2012-05-12,1984,1,0,56,3,2,12,0,1,9,1,1,0,2,1,0,0,0,0,0,1,0
1980,Undergrad Degree,Relationship,30,647,1,24570.0,193,8,24.1,9,37.5,0,Graduation,Married,2013-02-27,1984,1,0,97,28,34,62,11,14,44,3,4,0,4,0,0,0,0,0,0,0,0
1981,PostGrad Degree,Single,40,809,1,25509.0,101,6,16.8,9,50.0,1,PhD,Divorced,2012-09-18,1974,1,0,15,40,3,30,10,7,11,3,3,0,3,0,0,0,0,0,0,1,0
1982,Undergrad Degree,Relationship,63,4,0,94642.0,2211,21,105.3,1,0.0,2,Graduation,Married,2014-12-02,1951,0,0,35,879,143,797,106,143,143,0,5,7,9,0,0,1,1,0,0,0,1
1983,PostGrad Degree,Relationship,52,426,1,58646.0,140,7,20.0,4,14.3,0,Master,Married,2013-10-06,1962,0,1,3,62,1,44,6,5,22,1,2,1,4,0,0,0,0,0,0,0,2
1984,Undergrad Degree,Single,39,369,2,53201.0,415,14,29.6,7,57.1,0,Graduation,Single,2013-12-02,1975,1,1,49,280,7,81,20,0,27,8,6,3,5,0,0,0,0,0,0,0,2
1985,Undergrad Degree,Relationship,57,712,1,21994.0,22,3,7.3,5,33.3,0,Graduation,Together,2012-12-24,1957,0,1,4,9,0,6,3,1,3,1,0,0,3,0,0,0,0,0,0,0,0
1986,Undergrad Degree,Relationship,36,552,2,57113.0,263,10,26.3,7,60.0,0,Graduation,Married,2013-06-02,1978,1,1,45,182,4,33,0,2,42,6,4,1,5,0,0,0,0,0,0,0,0
1987,Undergrad Degree,Relationship,23,532,0,51373.0,393,11,35.7,4,9.1,0,Graduation,Married,2013-06-22,1991,0,0,37,83,2,101,64,26,117,1,3,5,3,0,0,0,0,0,0,0,0
1988,Undergrad Degree,Relationship,28,411,1,23477.0,147,7,21.0,8,42.9,0,Graduation,Married,2013-10-21,1986,1,0,39,38,15,54,3,8,29,3,3,0,4,0,0,0,0,0,0,0,2
1989,Undergrad Degree,Relationship,58,237,1,58116.0,443,14,31.6,2,14.3,0,Graduation,Married,2014-04-13,1956,0,1,38,228,19,130,4,11,51,2,3,3,8,0,0,0,0,0,0,0,2
1990,PostGrad Degree,Single,51,355,0,72968.0,1958,18,108.8,3,5.6,2,PhD,Divorced,2013-12-16,1963,0,0,8,1092,37,592,145,37,55,1,5,5,8,0,0,0,1,0,0,1,1
1991,PostGrad Degree,Relationship,43,618,1,39791.0,174,8,21.8,7,25.0,0,Master,Married,2013-03-28,1971,0,1,89,85,15,27,13,13,21,2,3,1,4,0,0,0,0,0,0,0,0
1992,PostGrad Degree,Single,67,415,0,91712.0,2217,27,82.1,3,0.0,2,Master,Single,2013-10-17,1947,0,0,47,1276,24,746,94,29,48,0,9,7,11,0,0,1,0,0,0,1,1
1993,Undergrad Degree,Single,56,277,1,94472.0,1691,15,112.7,5,6.7,2,Graduation,Single,2014-03-04,1958,0,1,75,1017,33,417,108,100,16,1,5,5,5,0,1,1,0,0,0,0,1
1994,Undergrad Degree,Relationship,54,598,2,13672.0,25,4,6.2,8,50.0,0,Graduation,Together,2013-04-17,1960,1,1,86,6,2,9,2,1,5,2,1,0,3,0,0,0,0,0,0,0,0
1995,PostGrad Degree,Relationship,34,197,0,96547.0,809,21,38.5,2,0.0,4,2n Cycle,Married,2014-05-23,1980,0,0,4,448,21,125,52,101,62,0,7,6,8,1,0,1,1,0,0,1,3
1996,Undergrad Degree,Relationship,39,829,0,79205.0,895,15,59.7,4,6.7,2,Graduation,Married,2012-08-29,1975,0,0,73,504,23,117,179,28,44,1,6,5,4,0,0,0,1,0,0,1,3
1997,PostGrad Degree,Relationship,39,711,1,56559.0,484,15,32.3,4,20.0,0,PhD,Together,2012-12-25,1975,0,1,46,226,22,133,41,31,31,3,4,3,8,0,0,0,0,0,0,0,3
1998,PostGrad Degree,Relationship,41,689,1,32644.0,413,14,29.5,8,28.6,1,PhD,Married,2013-01-16,1973,1,0,38,239,3,141,0,7,23,4,7,1,6,1,0,0,0,0,0,0,0
1999,PostGrad Degree,Single,34,308,1,67506.0,331,11,30.1,3,9.1,0,2n Cycle,Single,2014-02-01,1980,0,1,73,90,38,67,33,36,67,1,4,1,6,0,0,0,0,0,0,0,2
2000,Undergrad Degree,Single,44,490,1,24206.0,25,4,6.2,6,25.0,0,Graduation,Single,2013-08-03,1970,1,0,66,7,2,8,3,2,3,1,1,0,3,0,0,0,0,0,0,0,2
2001,PostGrad Degree,Single,47,347,1,28420.0,13,3,4.3,6,33.3,0,PhD,Divorced,2013-12-24,1967,1,0,36,4,2,5,2,0,0,1,1,0,2,0,0,0,0,0,0,0,2
2002,Undergrad Degree,Relationship,44,910,1,22979.0,115,7,16.4,8,42.9,1,Graduation,Married,2012-06-09,1970,1,0,29,16,17,19,20,21,22,3,3,2,2,0,0,0,0,0,0,1,0
2003,Undergrad Degree,Single,48,0,0,33279.0,16,3,5.3,3,33.3,0,Graduation,Single,2014-12-06,1966,0,0,29,10,3,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2
2004,PostGrad Degree,Single,42,444,2,46423.0,92,6,15.3,7,50.0,0,Master,Single,2013-09-18,1972,1,1,6,68,0,16,0,0,8,3,2,0,4,0,0,0,0,0,0,0,2
2005,Undergrad Degree,Relationship,37,513,1,30368.0,52,5,10.4,8,40.0,0,Graduation,Married,2013-07-11,1977,0,1,97,35,0,13,2,0,2,2,2,0,3,0,0,0,0,0,0,0,0
2006,Undergrad Degree,Relationship,44,740,1,63684.0,1464,20,73.2,5,15.0,0,Graduation,Married,2012-11-26,1970,0,1,61,575,80,428,208,93,80,3,8,4,8,0,0,0,0,0,0,0,1
2007,Undergrad Degree,Single,50,661,1,41638.0,441,13,33.9,8,30.8,1,Graduation,Divorced,2013-02-13,1964,0,1,68,315,0,31,4,0,91,4,5,5,3,1,0,0,0,0,0,0,0
2008,PostGrad Degree,Single,55,445,1,68805.0,283,11,25.7,2,9.1,0,PhD,Divorced,2013-09-17,1959,0,1,73,182,2,49,17,13,20,1,3,1,7,0,0,0,0,0,0,0,2
2009,PostGrad Degree,Relationship,48,306,1,65814.0,747,20,37.4,5,15.0,0,PhD,Together,2014-02-03,1966,0,1,90,561,14,113,10,14,35,3,8,2,10,0,0,0,0,0,0,0,3
2010,Undergrad Degree,Single,56,565,0,71964.0,1870,16,116.9,3,6.2,0,Graduation,Divorced,2013-05-20,1958,0,0,81,587,51,932,180,34,86,1,5,6,5,0,0,0,0,0,0,0,1
2011,Undergrad Degree,Single,28,660,1,39146.0,165,8,20.6,8,37.5,0,Graduation,Single,2013-02-14,1986,1,0,1,94,1,33,13,12,12,3,4,0,4,0,0,0,0,0,0,0,0
2012,Undergrad Degree,Relationship,37,546,0,96876.0,1941,23,84.4,2,4.3,4,Graduation,Together,2013-06-08,1977,0,0,79,908,43,735,40,194,21,1,7,7,9,0,1,1,1,0,0,1,1
2013,Undergrad Degree,Relationship,33,678,0,34445.0,839,21,40.0,9,28.6,0,Basic,Married,2013-01-27,1981,0,0,92,228,122,122,208,129,30,6,11,2,8,0,0,0,0,0,0,0,3
2014,Undergrad Degree,Single,56,881,0,68281.0,1655,24,69.0,5,4.2,1,Graduation,Single,2012-07-08,1958,0,0,31,995,112,417,42,48,41,1,2,9,13,0,0,0,0,0,0,1,1
2015,PostGrad Degree,Relationship,39,617,2,37284.0,23,3,7.7,6,33.3,0,2n Cycle,Married,2013-03-29,1975,1,1,46,11,1,2,2,1,6,1,0,0,3,0,0,0,0,0,0,0,0
2016,Undergrad Degree,Relationship,31,702,0,36790.0,66,5,13.2,9,20.0,1,Graduation,Married,2013-01-03,1983,0,0,14,3,3,14,15,21,10,1,2,1,2,0,0,0,0,0,0,1,0
2017,Undergrad Degree,Relationship,47,600,2,27943.0,37,5,7.4,8,60.0,0,Graduation,Together,2013-04-15,1967,1,1,89,12,1,16,4,1,3,3,2,0,3,0,0,0,0,0,0,0,0
2018,Undergrad Degree,Single,63,251,2,22263.0,21,4,5.2,6,50.0,0,Graduation,Divorced,2014-03-30,1951,1,1,31,17,0,2,0,0,2,2,1,0,3,0,0,0,0,0,1,0,2
2019,Undergrad Degree,Relationship,42,802,3,30261.0,22,3,7.3,8,33.3,0,Graduation,Together,2012-09-25,1972,1,2,75,8,0,5,0,3,6,1,0,0,3,0,0,0,0,0,0,0,0
2020,Undergrad Degree,Relationship,36,4,1,28587.0,78,6,13.0,6,50.0,0,Graduation,Together,2014-12-02,1978,1,0,42,22,4,17,12,10,13,3,2,0,4,0,0,0,0,0,0,0,2
2021,PostGrad Degree,Relationship,32,581,1,43815.0,79,5,15.8,6,20.0,0,Master,Married,2013-05-04,1982,1,0,53,14,10,29,4,7,15,1,2,0,3,0,0,0,0,0,0,0,0
2022,Undergrad Degree,Relationship,58,319,2,48195.0,265,11,24.1,6,54.5,0,Graduation,Married,2014-01-21,1956,1,1,53,106,27,68,52,7,5,6,4,2,5,0,0,0,0,0,0,0,2
2023,PostGrad Degree,Relationship,62,218,1,77027.0,1175,17,69.1,4,11.8,0,Master,Married,2014-05-02,1952,0,1,23,820,57,242,45,0,11,2,8,3,6,0,0,0,0,0,0,0,1
2024,PostGrad Degree,Relationship,49,658,1,71322.0,1305,26,50.2,4,7.7,0,PhD,Married,2013-02-16,1965,0,1,57,753,43,226,69,10,204,2,8,5,13,0,0,0,0,0,0,0,3
2025,PostGrad Degree,Relationship,35,286,1,32765.0,46,6,7.7,5,33.3,0,Master,Married,2014-02-23,1979,1,0,49,13,3,17,7,3,3,2,2,0,4,0,0,0,0,0,0,0,2
2026,Undergrad Degree,Relationship,49,368,2,29672.0,25,3,8.3,6,33.3,0,Graduation,Together,2013-12-03,1965,1,1,6,9,1,3,0,4,8,1,0,0,3,0,0,0,0,0,0,0,2
2027,Undergrad Degree,Single,61,415,0,23272.0,46,4,11.5,4,25.0,0,Graduation,Divorced,2013-10-17,1953,0,0,29,19,3,6,4,2,12,1,1,0,3,0,0,0,0,0,0,0,2
2028,PostGrad Degree,Relationship,65,880,1,49912.0,874,22,39.7,8,18.2,2,Master,Together,2012-07-09,1949,0,1,5,520,8,223,32,49,42,4,10,5,7,1,0,0,0,0,0,1,3
